contract_version,is_synthetic,source,ingested_at,borehole_id,from_depth_m,to_depth_m,mn_pct,fe_pct,sio2_pct,p_pct,al2o3_pct,recovery_pct,assay_method
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407066,MOIL-BAL-01-BH-008,228.5,229.1,1.93,8.97,42.83,0.176,,92.7,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407082,MOIL-BAL-01-BH-009,0.0,6.0,3.46,7.53,56.58,0.169,,100.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407095,MOIL-BAL-01-BH-009,6.0,12.0,0.7,3.33,51.03,0.203,,94.1,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407108,MOIL-BAL-01-BH-009,12.0,12.5,0.6,3.79,63.39,0.152,,99.1,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407121,MOIL-BAL-01-BH-009,12.5,17.08,1.02,2.19,42.9,0.078,,95.1,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407134,MOIL-BAL-01-BH-009,17.08,18.82,2.09,3.65,49.04,0.112,,96.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407147,MOIL-BAL-01-BH-009,18.82,22.6,3.42,0.1,38.31,0.126,,92.6,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407160,MOIL-BAL-01-BH-009,22.6,23.17,2.21,2.2,43.49,0.129,,91.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407173,MOIL-BAL-01-BH-009,23.17,24.03,7.28,2.64,52.92,0.099,,92.1,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407186,MOIL-BAL-01-BH-009,24.03,28.16,5.88,7.4,45.74,0.157,,90.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407199,MOIL-BAL-01-BH-009,28.16,29.29,1.12,9.7,49.55,0.176,,93.9,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407214,MOIL-BAL-01-BH-009,29.29,31.53,2.72,4.63,44.78,0.105,,94.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407227,MOIL-BAL-01-BH-009,31.53,36.19,0.52,0.1,47.98,0.155,,85.7,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407240,MOIL-BAL-01-BH-009,36.19,39.28,5.44,8.63,42.67,0.05,,86.6,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407253,MOIL-BAL-01-BH-009,39.28,42.56,1.29,3.98,46.0,0.137,,83.1,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407266,MOIL-BAL-01-BH-009,42.56,48.56,2.39,7.57,45.92,0.145,,88.7,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407278,MOIL-BAL-01-BH-009,48.56,49.48,0.56,5.74,47.54,0.113,,93.7,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407291,MOIL-BAL-01-BH-009,49.48,55.48,0.99,5.55,42.82,0.121,,94.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407304,MOIL-BAL-01-BH-009,55.48,55.98,5.72,8.33,29.55,0.125,,90.2,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407316,MOIL-BAL-01-BH-009,55.98,57.19,1.11,6.92,49.7,0.144,,89.7,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407330,MOIL-BAL-01-BH-009,57.19,60.85,4.55,6.26,42.66,0.109,,93.1,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407342,MOIL-BAL-01-BH-009,60.85,63.79,1.74,3.84,47.77,0.103,,78.2,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407355,MOIL-BAL-01-BH-009,63.79,66.99,0.36,8.71,39.04,0.231,,81.3,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407368,MOIL-BAL-01-BH-009,66.99,67.62,0.57,6.07,50.28,0.118,,93.1,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407381,MOIL-BAL-01-BH-009,67.62,73.62,2.38,5.44,48.2,0.148,,93.4,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407394,MOIL-BAL-01-BH-009,73.62,74.58,2.05,1.08,35.99,0.126,,95.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407407,MOIL-BAL-01-BH-009,74.58,78.31,3.94,5.14,50.27,0.207,,91.3,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407420,MOIL-BAL-01-BH-009,78.31,84.31,1.88,4.67,52.06,0.05,,90.3,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407432,MOIL-BAL-01-BH-009,84.31,85.61,2.28,1.11,46.84,0.11,,88.4,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407445,MOIL-BAL-01-BH-009,85.61,89.98,0.84,3.33,62.0,0.13,,100.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407458,MOIL-BAL-01-BH-009,89.98,93.15,3.86,2.03,45.85,0.108,,85.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407471,MOIL-BAL-01-BH-009,93.15,94.02,2.0,6.26,41.51,0.101,,92.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407484,MOIL-BAL-01-BH-009,94.02,95.6,1.93,4.49,55.22,0.098,,96.6,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407497,MOIL-BAL-01-BH-009,95.6,97.6,1.85,6.49,47.91,0.081,,93.8,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407510,MOIL-BAL-01-BH-009,97.6,98.17,2.46,6.74,43.55,0.081,,92.7,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407523,MOIL-BAL-01-BH-009,98.17,100.49,1.06,8.27,39.06,0.103,,89.7,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407536,MOIL-BAL-01-BH-009,100.49,101.98,1.19,6.61,41.43,0.098,,98.2,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407549,MOIL-BAL-01-BH-009,101.98,103.28,3.31,7.71,40.71,0.058,,97.7,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407562,MOIL-BAL-01-BH-009,103.28,105.53,2.1,8.91,49.34,0.099,,97.3,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407576,MOIL-BAL-01-BH-009,105.53,108.52,1.3,3.54,54.7,0.134,,86.3,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407589,MOIL-BAL-01-BH-009,108.52,113.12,1.36,3.24,40.28,0.136,,88.3,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407602,MOIL-BAL-01-BH-009,113.12,116.58,3.22,3.44,46.83,0.085,,85.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407615,MOIL-BAL-01-BH-009,116.58,117.08,1.77,4.02,47.03,0.135,,93.2,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407628,MOIL-BAL-01-BH-009,117.08,119.06,0.61,6.32,50.66,0.085,,100.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407641,MOIL-BAL-01-BH-009,119.06,122.21,4.83,6.32,48.04,0.194,,100.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407654,MOIL-BAL-01-BH-009,122.21,124.4,1.07,6.65,51.79,0.116,,100.0,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407667,MOIL-BAL-01-BH-009,124.4,127.29,6.94,5.25,45.65,0.119,,86.4,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407679,MOIL-BAL-01-BH-009,127.29,131.39,0.85,7.79,37.48,0.16,,96.8,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407692,MOIL-BAL-01-BH-009,131.39,135.28,2.97,4.67,40.58,0.1,,89.7,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407705,MOIL-BAL-01-BH-009,135.28,135.85,0.67,5.89,40.3,0.121,,96.5,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407721,MOIL-BAL-01-BH-009,135.85,136.35,2.17,7.18,42.58,0.153,,90.8,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407734,MOIL-BAL-01-BH-009,136.35,139.8,7.54,5.68,49.43,0.125,,93.2,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407748,MOIL-BAL-01-BH-009,139.8,141.65,2.81,4.68,44.31,0.094,,97.4,XRF (synthetic)
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.407761,MOIL-BAL-01-BH-009,141.65,142.78,1.88,7.2,43.73,0.132,,100.0,XRF (synthetic)
